Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Tipo,Causa,Visibilità,Fondo_stradale,Meteo,Pavimentazione,Illuminazione
Palermo,2018-01-31,19:45,VIALE REGIONE SICILIANA N.O. ,"(38.123526,13.329108)",,,,,,,,,,,
Palermo,2018-01-31,19:40,VIALE DUCA DEGLI ABRUZZI ,"(38.170613,13.327504)",,2,,,,,,,,,
Palermo,2018-02-01,09:45,VIA BALSANO SALESIO ,"(38.119831,13.35303)",,1,,,,,,,,,
Palermo,2018-01-31,18:10,PIAZZA EINSTEIN ALBERT ,"(38.128698,13.329261)",,1,,,,,,,,,
Palermo,2018-01-30,17:00,VIA GARIBALDI ,"(38.112333,13.367492)",,,,,,,,,,,
Palermo,2018-01-17,08:25,VIA SADAT ANWAR ,"(38.143031,13.356801)",,,,,,,,,,,
Palermo,2018-01-25,08:50,PIAZZA CAPONNETTO ANTONINO ,"(38.135651,13.357612)",,,,,,,,,,,
Palermo,2018-02-01,15:45,VIALE DE GASPERI ALCIDE ,"(38.150078,13.335355)",,1,,,,,,,,,
Palermo,2018-01-31,11:20,VIALE REGIONE SICILIANA N.O. ,"(38.128712,13.329765)",,,,,,,,,,,
Palermo,2018-02-01,12:10,VIA DELL'ORSA MINORE ,"(38.09666,13.371484)",,1,,,,,,,,,
Palermo,2018-02-01,16:00,VIA SCIUTI GIUSEPPE ,"(38.135965,13.340985)",,1,,,,,,,,,
Palermo,2018-02-01,21:15,STRADALE BELLOLAMPO KM.,"(38.136935,13.276003)",,1,,,,,,,,,
Palermo,2018-02-01,14:30,VIA CAMPOLO GIOVANNI ,"(38.128654,13.335392)",,1,,,,,,,,,
Palermo,2018-02-02,07:50,VIA SAURO NAZARIO ,"(38.123189,13.331783)",,,,,,,,,,,
Palermo,2018-02-02,08:55,VIA CORLEO SIMONE ,"(38.128976,13.353698)",,1,,,,,,,,,
Palermo,2018-02-02,10:40,VIA MARINUZZI ANTONIO ,"(38.104377,13.365943)",,1,,,,,,,,,
Palermo,2018-02-15,09:55,VIA MATTEI ,"(38.190911,13.32199)",,,,,,,,,,,
Palermo,2018-02-01,08:45,VIALE REGIONE SICILIANA N.O. ,"(38.1503,13.325105)",,,,,,,,,,,
Palermo,2018-02-02,13:15,VIA VILLAGRAZIA ,"(38.091837,13.357012)",,1,,,,,,,,,
Palermo,2018-02-02,14:30,CORSO CALATAFIMI ,"(38.108779,13.344321)",,2,,,,,,,,,
Palermo,2018-02-02,16:30,VIA SERGIO PAPA I ,"(38.152859,13.370527)",,,,,,,,,,,
Palermo,2018-02-02,18:30,VIA CONTESSA GIUDITTA ,"(38.116608,13.34659)",,1,,,,,,,,,
Palermo,2018-02-02,19:00,VIA ARCOLEO GIUSEPPE ,"(38.106105,13.334167)",,1,,,,,,,,,
Palermo,2018-02-02,21:45,VIA MARCHESE DI ROCCAFORTE ,"(38.142904,13.346647)",,1,,,,,,,,,
Palermo,2018-02-03,02:30,VIALE REGIONE SICILIANA S.E. ,"(38.09188,13.376724)",,,,,,,,,,,
Palermo,2018-02-03,04:30,VIA CORAZZA FILIPPO ,"(38.106771,13.363799)",,,,,,,,,,,
Palermo,2018-02-03,07:45,VIALE CAMPANIA ,"(38.1444,13.3391)",,,,,,,,,,,
Palermo,2018-02-03,13:00,VIALE PIAZZA ARMERINA ,"(38.129874,13.295273)",,1,,,,,,,,,
Palermo,2018-02-03,14:30,VIA CUTELLO SALVATORE ,"(38.094095,13.347805)",,,,,,,,,,,
Palermo,2018-02-03,16:30,VIA UDITORE ,"(38.126928,13.328349)",,1,,,,,,,,,
Palermo,2018-02-03,18:15,VIA CRISPI FRANCESCO ,"(38.129286,13.360802)",,1,,,,,,,,,
Palermo,2018-02-03,20:25,CORSO CALATAFIMI ,"(38.110419,13.348178)",,,,,,,,,,,
Palermo,2018-02-04,00:15,VIA XX SETTEMBRE ,"(38.127611,13.351868)",,,,,,,,,,,
Palermo,2018-02-04,02:00,VIA XX SETTEMBRE ,"(38.127572,13.351862)",,,,,,,,,,,
Palermo,2018-02-04,00:30,VIA LASCARIS COSTANTINO ,"(38.116988,13.348709)",,1,,,,,,,,,
Palermo,2018-02-04,05:30,PIAZZA VILLAGRAZIA ,"(38.098031,13.369583)",,1,,,,,,,,,
Palermo,2018-02-04,08:50,VIA MARCHESE UGO ,"(38.130524,13.350847)",,1,,,,,,,,,
Palermo,2018-02-04,10:45,VIA DEI CANTIERI ,"(38.137647,13.364731)",,2,,,,,,,,,
Palermo,2018-02-04,12:55,VIA BORREMANS GUGLIELMO ,"(38.132563,13.333963)",,,,,,,,,,,
Palermo,2018-02-04,14:40,STRADALE BELLOLAMPO KM.,"(38.137282,13.276002)",,,,,,,,,,,
Palermo,2018-02-04,17:30,VIALE REGIONE SICILIANA  ,"(38.139774,13.330913)",,1,,,,,,,,,
Palermo,2018-02-04,19:00,VIA MESSINA MARINE ,"(38.102466,13.395276)",,3,,,,,,,,,
Palermo,2018-02-05,02:00,VIALE MICHELANGELO ,"(38.135844,13.31521)",,1,,,,,,,,,
Palermo,2018-02-04,14:50,VIA AGOSTINO ANTONINO ,"(38.112201,13.336971)",,2,,,,,,,,,
Palermo,2018-02-05,10:20,VIA NOTARBARTOLO EMANUELE ,"(38.132586,13.345409)",,,,,,,,,,,
Palermo,2018-01-31,10:45,VIA ROMA ,"(38.121155,13.361224)",,1,,,,,,,,,
Palermo,2018-01-26,13:00,VIA CADORNA LUIGI GEN. ,"(38.109933,13.356158)",,,,,,,,,,,
Palermo,2018-02-05,11:45,VIA MAGG. PERNI FRANCESCO ,"(38.108966,13.360435)",,1,,,,,,,,,
Palermo,2018-02-05,16:10,VIA ORETO ,"(38.101131,13.370747)",,1,,,,,,,,,
Palermo,2018-02-05,18:15,VIA NEBRODI,"(38.151872,13.327878)",,1,,,,,,,,,
Palermo,2018-02-02,21:50,VIA ALTOFONTE ,"(38.079737,13.324041)",,,,,,,,,,,
Palermo,2018-02-05,22:20,VIA MISSORI COLONNELLO ,"(38.099782,13.381785)",,1,,,,,,,,,
Palermo,2018-02-05,22:30,FORO UMBERTO I ,"(38.120122,13.371039)",,,,,,,,,,,
Palermo,2018-01-31,09:20,LARGO IPPONA ,"(38.130962,13.298776)",,,,,,,,,,,
Palermo,2018-02-02,11:40,FORO UMBERTO I ,"(38.117091,13.372927)",,1,,,,,,,,,
Palermo,2018-02-03,18:00,FORO UMBERTO I ,"(38.117517,13.372943)",,,,,,,,,,,
Palermo,2018-02-02,16:35,VIALE REGIONE SICILIANA N.O. ,"(38.110661,13.329611)",,,,,,,,,,,
Palermo,2018-02-06,08:50,VIA TOSCANA ,"(38.144231,13.336975)",,,,,,,,,,,
Palermo,2018-02-02,14:00,VIALE LEONARDO DA VINCI ,"(38.126944,13.322289)",,,,,,,,,,,
Palermo,2018-02-06,12:05,VIA BARISANO DA TRANI ,"(38.135738,13.310125)",,,,,,,,,,,
Palermo,2018-02-06,15:05,VIA RAMPOLLA MARIANO CARD. ,"(38.147421,13.365986)",,,,,,,,,,,
Palermo,2018-02-06,19:00,VIA GIAFAR EMIRO ,"(38.093725,13.387443)",,1,,,,,,,,,
Palermo,2018-02-07,00:15,VIALE NICOLETTI ROSARIO ,"(38.191751,13.289593)",,,,,,,,,,,
Palermo,2018-02-01,12:05,VIA DELLA LIBERTA' ,"(38.129992,13.352084)",,,,,,,,,,,
Palermo,2018-02-07,07:45,VIALE REGIONE SICILIANA N.O. ,"(38.139987,13.33014)",,1,,,,,,,,,
Palermo,2018-02-07,07:30,VIA CIACULLI ,"(38.087396,13.39018)",,1,,,,,,,,,
Palermo,2018-02-07,08:48,VIALE REGIONE SICILIANA N.O. ,"(38.113863,13.329751)",,1,,,,,,,,,
Palermo,2018-02-05,13:40,VIALE LEONARDO DA VINCI ,"(38.128879,13.329686)",,1,,,,,,,,,
Palermo,2018-02-07,14:15,VIALE REGIONE SICILIANA ,"(38.123255,13.329064)",,,,,,,,,,,
Palermo,2018-02-05,17:30,VIALE LEONARDO DA VINCI ,"(38.128461,13.329519)",,,,,,,,,,,
Palermo,2018-02-07,14:55,CORSO CALATAFIMI ,"(38.106893,13.340126)",,1,,,,,,,,,
Palermo,2018-02-03,07:15,VIA ROCCELLA GUSTAVO ,"(38.101126,13.351469)",,,,,,,,,,,
Palermo,2018-02-07,15:30,VIALE REGIONE SICILIANA ,"(38.098035,13.334323)",,1,,,,,,,,,
Palermo,2018-02-05,14:20,VIA LA LOGGIA GAETANO ,"(38.107244,13.333358)",,,,,,,,,,,
Palermo,2018-02-07,19:00,VIALE REGIONE SICILIANA N.O. ,"(38.15507,13.318396)",,,,,,,,,,,
Palermo,2018-02-08,09:40,VIA ROCCELLA GUSTAVO ,"(38.098518,13.350642)",,1,,,,,,,,,
Palermo,2018-02-08,12:15,VIA TURRISI NICOLO' ,"(38.120208,13.352446)",,1,,,,,,,,,
Palermo,2018-01-19,15:20,VIA DEL VESPRO ,"(38.106909,13.3622)",,,,,,,,,,,
Palermo,2018-02-08,16:10,PIAZZA PERANNI DOMENICO ,"(38.115965,13.350635)",,1,,,,,,,,,
Palermo,2018-02-08,17:15,VIA BERNINI GIAN LORENZO ,"(38.13455,13.323978)",,2,,,,,,,,,
Palermo,2018-02-08,22:40,VIA PARISI ENRICO ,"(38.125897,13.352314)",,1,,,,,,,,,
Palermo,2018-01-18,19:30,VIA GOETHE ,"(38.120678,13.350787)",,1,,,,,,,,,
Palermo,2018-02-09,10:30,VIA MORMINO IGNAZIO ,"(38.175394,13.312694)",,,,,,,,,,,
Palermo,2018-02-05,12:15,VIALE CROCE ROSSA ,"(38.146254,13.341339)",,1,,,,,,,,,
Palermo,2018-02-09,08:55,VIALE GALILEO GALILEI ,"(38.130876,13.334432)",,1,,,,,,,,,
Palermo,2018-02-09,15:15,VIA ICARO ,"(38.196525,13.307217)",,,,,,,,,,,
Palermo,2018-02-09,15:35,VIA DELLA LIBERTA' ,"(38.139125,13.346144)",,1,,,,,,,,,
Palermo,2018-01-26,22:30,VIALE REGIONE SICILIANA S.E. ,"(38.089818,13.383627)",,,,,,,,,,,
Palermo,2018-01-31,09:30,VIA MAQUEDA ,"(38.115573,13.361621)",,,,,,,,,,,
Palermo,2018-02-01,19:00,VIA DANTE ,"(38.124223,13.353189)",,,,,,,,,,,
Palermo,2018-02-02,19:30,VIALE REGIONE SICILIANA ,"(38.103057,13.330386)",,,,,,,,,,,
Palermo,2018-02-02,20:25,VIA ROMA ,"(38.125723,13.358413)",,,,,,,,,,,
Palermo,2018-02-03,09:00,CORSO DEI MILLE ,"(38.110092,13.369879)",,,,,,,,,,,
Palermo,2018-02-08,14:45,VIA CASTELFORTE ,"(38.173004,13.327254)",,,,,,,,,,,
Palermo,2018-02-09,14:05,VIA DE AMICIS EDMONDO ,"(38.139567,13.347532)",,1,,,,,,,,,
Palermo,2018-02-10,00:01,VIA CRISPI FRANCESCO ,"(38.129428,13.360899)",,,,,,,,,,,
Palermo,2018-02-10,03:29,VIALE DELL'OLIMPO ,"(38.188683,13.300688)",,,,,,,,,,,
Palermo,2018-02-10,12:05,FORO UMBERTO I ,"(38.117297,13.373317)",,1,,,,,,,,,
Palermo,2018-02-10,13:40,VIA BASILE ERNESTO ,"(38.107046,13.354044)",,,,,,,,,,,
Palermo,2018-02-10,16:40,VIA SCIUTI GIUSEPPE ,"(38.133131,13.342709)",,,,,,,,,,,
Palermo,2018-02-11,01:00,VIA DELLA LIBERTA' ,"(38.129144,13.352553)",,,,,,,,,,,
Palermo,2018-02-11,02:20,PIAZZA CASTELNUOVO ,"(38.123658,13.354423)",,3,,,,,,,,,
Palermo,2018-02-11,04:30,VIALE REGIONE SICILIANA S.E. ,"(38.091313,13.376135)",,1,,,,,,,,,
Palermo,2018-02-11,04:30,PIAZZA GIOVANNI PAOLO II PAPA ,"(38.150778,13.337723)",,,,,,,,,,,
Palermo,2018-02-11,09:05,VIA BUONRIPOSO ,"(38.10175,13.37365)",,,,,,,,,,,
Palermo,2018-02-11,11:45,VIA SCINA' DOMENICO ,"(38.129896,13.359771)",,1,,,,,,,,,
Palermo,2018-02-11,14:20,VIA IMPERATORE FEDERICO ,"(38.145731,13.348512)",,,,,,,,,,,
Palermo,2018-02-11,16:30,VIALE STRASBURGO ,"(38.156705,13.325499)",,1,,,,,,,,,
Palermo,2018-02-11,22:00,VIA SFERRACAVALLO ,"(38.196951,13.27785)",,,,,,,,,,,
Palermo,2018-02-12,02:10,VIA GUALTERIO GIORGIO ,"(38.12383,13.331156)",,,,,,,,,,,
Palermo,2018-02-10,19:15,VIA CAMILLIANI CAMILLO ,"(38.129503,13.324285)",,1,,,,,,,,,
Palermo,2018-02-10,22:10,VIA SAMPOLO ,"(38.143956,13.347246)",,1,,,,,,,,,
Palermo,2018-02-11,15:30,PIAZZA EINSTEIN ALBERT ,"(38.129602,13.329898)",,1,,,,,,,,,
Palermo,2018-02-11,16:00,VIA BASILE ERNESTO ,"(38.107054,13.35354)",,1,,,,,,,,,
Palermo,2018-02-11,23:25,CORSO PISANI PIETRO ,"(38.107167,13.34736)",,1,,,,,,,,,
Palermo,2018-02-12,06:45,VIA GIBILROSSA ,"(38.074181,13.405439)",,1,,,,,,,,,
Palermo,2018-02-12,07:50,VIA BERNINI GIAN LORENZO ,"(38.134195,13.32445)",,1,,,,,,,,,
Palermo,2018-02-12,09:00,VIA BRIUCCIA ,"(38.151719,13.332806)",,1,,,,,,,,,
Palermo,2018-02-12,12:30,VIA CALA ,"(38.119639,13.369787)",,1,,,,,,,,,
Palermo,2018-02-12,10:30,VIA PARLAVECCHIO GAETANO ,"(38.100439,13.359775)",,1,,,,,,,,,
Palermo,2018-02-12,16:10,VIA MESSINA MARINE ,"(38.099751,13.403556)",,1,,,,,,,,,
Palermo,2018-02-12,17:40,VIA VITTORIO EMANUELE ,"(38.118175,13.367614)",,1,,,,,,,,,
Palermo,2018-02-12,17:30,VIA VITTORIO EMANUELE ,"(38.119189,13.369861)",,1,,,,,,,,,
Palermo,2018-02-12,18:10,VIA VITTORIO EMANUELE ,"(38.118158,13.367632)",,1,,,,,,,,,
Palermo,2018-02-12,19:00,VIALE REGIONE SICILIANA N.O. ,"(38.090717,13.378382)",,,,,,,,,,,
Palermo,2018-02-12,20:20,VIA DELLA CERA ,"(38.12802,13.359395)",,1,,,,,,,,,
Palermo,2018-02-13,05:55,VIALE REGIONE SICILIANA N.O. ,"(38.149484,13.32532)",,,,,,,,,,,
Palermo,2018-02-13,09:40,VIA OLIVERI MANDALA' EMANUELE ,"(38.143038,13.329117)",,1,,,,,,,,,
Palermo,2018-02-13,09:25,VIALE DEL FANTE ,"(38.155301,13.338811)",,2,,,,,,,,,
Palermo,2018-02-13,13:30,VIALE MICHELANGELO ,"(38.134972,13.313119)",,1,,,,,,,,,
Palermo,2018-02-13,14:15,VIA PARTANNA MONDELLO ,"(38.195525,13.306923)",,,,,,,,,,,
Palermo,2018-02-09,22:35,VIA ROCCAZZO ,"(38.117967,13.304402)",,,,,,,,,,,
Palermo,2018-02-13,06:00,VIA CIMBALI GIUSEPPE ,"(38.14034,13.36381)",,,,,,,,,,,
Palermo,2018-02-13,16:20,VIALE NICOLETTI ROSARIO ,"(38.1927,13.28772)",,2,,,,,,,,,
Palermo,2018-02-13,14:30,VIA PIPITONE FEDERICO GIUSEPPE ,"(38.135652,13.344871)",,1,,,,,,,,,
Palermo,2018-02-13,14:20,VIALE NICOLETTI ROSARIO ,"(38.1927,13.28772)",,2,,,,,,,,,
Palermo,2018-02-08,13:15,VIA STABILE MARIANO ,"(38.122695,13.356941)",,,,,,,,,,,
Palermo,2018-02-13,18:00,VIA SPERONE ,"(38.099549,13.397763)",,1,,,,,,,,,
Palermo,2018-02-13,23:45,VIA MAIO ONETO ,"(38.090826,13.320967)",,1,,,,,,,,,
Palermo,2018-02-14,07:50,PIAZZA CASTELNUOVO ,"(38.124484,13.353908)",,1,,,,,,,,,
Palermo,2018-02-13,15:10,VIA POLLACI GIUSEPPE ,"(38.102841,13.329701)",,,,,,,,,,,
Palermo,2018-02-14,09:05,VIALE EMILIA ,"(38.146468,13.338409)",,1,,,,,,,,,
Palermo,2018-02-13,07:00,VIA MESSINA MARINE ,"(38.097998,13.411091)",,1,,,,,,,,,
Palermo,2018-02-14,14:15,VIA BASILE ERNESTO ,"(38.097976,13.345935)",,1,,,,,,,,,
Palermo,2018-02-13,19:00,VIA CRISPI FRANCESCO ,"(38.125319,13.363601)",,1,,,,,,,,,
Palermo,2018-02-02,21:40,VIA DON ORIONE ,"(38.141399,13.362066)",,,,,,,,,,,
Palermo,2018-02-10,12:15,VIALE MARGHERITA DI SAVOIA ,"(38.182743,13.334042)",,,,,,,,,,,
Palermo,2018-02-12,19:30,PIAZZA LEONI ,"(38.146796,13.343922)",,,,,,,,,,,
Palermo,2018-02-14,21:30,VIALE REGIONE SICILIANA N.O. ,"(38.143203,13.3307)",,,,,,,,,,,
Palermo,2018-02-15,00:10,VIA GIACHERY CARLO ,"(38.135101,13.358662)",,1,,,,,,,,,
Palermo,2018-02-15,07:00,VIA PECORAINO FILIPPO ,"(38.095698,13.397056)",,,,,,,,,,,
Palermo,2018-02-15,08:30,VIALE MICHELANGELO ,"(38.137118,13.320347)",,1,,,,,,,,,
Palermo,2018-02-15,08:40,VIA CRISPI FRANCESCO ,"(38.124759,13.364183)",,,,,,,,,,,
Palermo,2018-02-15,08:00,VIA MASSAIA GUGLIELMO CARD. ,"(38.152559,13.371175)",,,,,,,,,,,
Palermo,2018-02-15,10:50,VIA LEOPARDI GIACOMO ,"(38.13611,13.344879)",,,,,,,,,,,
Palermo,2018-02-15,12:30,VIALE REGIONE SICILIANA S.E. ,"(38.096712,13.334828)",,1,,,,,,,,,
Palermo,2018-02-09,00:15,VIA ORETO ,"(38.108358,13.366078)",,,,,,,,,,,
Palermo,2018-02-15,15:40,VIA PECORAINO FILIPPO ,"(38.096535,13.395013)",,1,,,,,,,,,
Palermo,2018-02-15,19:00,VIALE REGIONE SICILIANA N.O. ,"(38.158484,13.313889)",,,,,,,,,,,
Palermo,2018-02-14,18:45,PIAZZA VERDI GIUSEPPE ,"(38.120703,13.356648)",,1,,,,,,,,,
Palermo,2018-02-16,07:40,VIA NOTARBARTOLO EMANUELE ,"(38.131858,13.342471)",,2,,,,,,,,,
Palermo,2018-02-16,10:30,VIA NOTO ,"(38.128577,13.34875)",,,,,,,,,,,
Palermo,2018-02-16,12:45,VIA RIZZO AMMIRAGLIO ,"(38.14438,13.367947)",,1,,,,,,,,,
Palermo,2018-02-16,15:15,VIA ORETO ,"(38.093701,13.375389)",,,,,,,,,,,
Palermo,2018-02-16,15:55,VIA LISZT FRANZ ,"(38.13735,13.33573)",,2,,,,,,,,,
Palermo,2018-02-16,15:40,VIALE NICOLETTI ROSARIO ,"(38.190823,13.291274)",,2,,,,,,,,,
Palermo,2018-02-16,20:15,VIA ROCCELLA GUSTAVO ,"(38.091544,13.34391)",,1,,,,,,,,,
Palermo,2018-02-17,10:55,P.ZZA PRINCIPE DI CAMPOREALE ,"(38.119214,13.341212)",,1,,,,,,,,,
Palermo,2018-02-17,12:30,VIALE REGIONE SICILIANA S.E. ,"(38.095865,13.335971)",,2,,,,,,,,,
Palermo,2018-02-17,14:10,VIA PACINOTTI ANTONIO ,"(38.128666,13.335461)",,1,,,,,,,,,
Palermo,2018-02-17,14:45,VIA CAPITO' GIUSEPPE ,"(38.104209,13.364125)",,,,,,,,,,,
Palermo,2018-02-17,16:00,PIAZZA GIULIO CESARE ,"(38.110027,13.366068)",,1,,,,,,,,,
Palermo,2018-02-17,19:50,VIA AL SANTUARIO DI CRUILLAS ,"(38.140893,13.326956)",,2,,,,,,,,,
Palermo,2018-02-18,01:40,VIA MESSINA MARINE ,"(38.097794,13.413298)",,2,,,,,,,,,
Palermo,2018-02-18,02:30,CORSO DEI MILLE ,"(38.111451,13.368251)",,2,,,,,,,,,
Palermo,2018-02-18,03:45,VIA MESSINA ,"(38.126013,13.351224)",,,,,,,,,,,
Palermo,2018-02-18,10:15,VIA MORSO SALVATORE ,"(38.106933,13.36223)",,,,,,,,,,,
Palermo,2018-02-18,10:45,VIA DON ORIONE ,"(38.141094,13.362151)",,2,,,,,,,,,
Palermo,2018-02-18,18:30,FORO UMBERTO I ,"(38.115388,13.375802)",,1,,,,,,,,,
Palermo,2018-02-18,21:30,VIA CALA ,"(38.118873,13.368724)",,,,,,,,,,,
Palermo,2018-02-18,22:00,VIA LA MALFA UGO ,"(38.165049,13.309874)",,1,,,,,,,,,
Palermo,2018-02-15,12:00,VIA CIACULLI ,"(38.081844,13.397674)",,,,,,,,,,,
Palermo,2018-02-19,07:50,VIALE GALILEO GALILEI ,"(38.132594,13.333967)",,1,,,,,,,,,
Palermo,2018-02-19,10:00,VIA TASCA LANZA ,"(38.113404,13.329193)",,,,,,,,,,,
Palermo,2018-02-19,11:40,VIA MADDALENA UMBERTO ,"(38.106876,13.309507)",,,,,,,,,,,
Palermo,2018-02-17,20:30,CORSO DEI MILLE ,"(38.105503,13.375206)",,1,,,,,,,,,
Palermo,2018-02-19,12:30,VIA PAPIRETO ,"(38.116226,13.352537)",,1,,,,,,,,,
Palermo,2018-02-14,15:54,VIA LA MALFA UGO ,"(38.165204,13.310342)",,,,,,,,,,,
Palermo,2018-02-05,11:30,PIAZZA DELLA RIVOLUZIONE ,"(38.11417,13.36648)",,,,,,,,,,,
Palermo,2018-02-10,12:30,VIALE MARGHERITA DI SAVOIA ,"(38.190077,13.332741)",,,,,,,,,,,
Palermo,2018-02-16,09:30,VIALE LEONARDO DA VINCI ,"(38.128272,13.328345)",,,,,,,,,,,
Palermo,2018-02-15,08:10,VIA BALLO TOMMASO ,"(38.128005,13.331176)",,1,,,,,,,,,
Palermo,2018-02-15,09:00,VIA SCOBAR CRISTOFARO ,"(38.126881,13.330936)",,,,,,,,,,,
Palermo,2018-02-15,11:15,VIALE DE GASPERI ALCIDE ,"(38.148453,13.331292)",,,,,,,,,,,
Palermo,2018-02-16,11:15,VIA GUIDO D'AREZZO ,"(38.139658,13.332518)",,1,,,,,,,,,
Palermo,2018-01-31,17:00,VIA DANTE ,"(38.123762,13.35112)",,,,,,,,,,,
Palermo,2018-02-17,00:30,VIA SERRADIFALCO ,"(38.125069,13.338964)",,1,,,,,,,,,
Palermo,2018-02-16,12:10,VIA DEL VESPRO ,"(38.105051,13.362671)",,,,,,,,,,,
Palermo,2018-02-19,20:00,VIA MATTEI ENRICO ,"(38.092699,13.39826)",,1,,,,,,,,,
Palermo,2018-02-19,18:15,VIALE REGIONE SICILIANA N.O. ,"(38.104045,13.331071)",,2,,,,,,,,,
Palermo,2018-02-20,08:00,VIA ANTONELLO DA MESSINA ,"(38.137027,13.359752)",,2,,,,,,,,,
Palermo,2018-02-14,15:50,VIALE REGIONE SICILIANA N.O. ,"(38.103019,13.330397)",,1,,,,,,,,,
Palermo,2018-02-19,18:30,VIA IFIGENIA ,"(38.197434,13.311509)",,1,,,,,,,,,
Palermo,2018-02-19,21:40,VIALE REGIONE SICILIANA S.E. ,"(38.091561,13.378263)",,,,,,,,,,,
Palermo,2018-02-17,20:00,VIA PADRE ROSARIO DA PARTANNA ,"(38.170749,13.322202)",,,,,,,,,,,
Palermo,2018-02-20,11:50,VIA MONTEPELLEGRINO ,"(38.139562,13.358216)",,,,,,,,,,,
Palermo,2018-02-20,10:00,VIALE NICOLETTI ROSARIO ,"(38.192289,13.288497)",,,,,,,,,,,
Palermo,2018-02-20,12:15,VIA DE SALIBA ANTONIO ,"(38.133456,13.333571)",,,,,,,,,,,
Palermo,2018-02-20,14:50,VIALE MARGHERITA DI SAVOIA ,"(38.176248,13.336087)",,2,,,,,,,,,
Palermo,2018-02-20,15:30,VIA D'AZEGLIO MASSIMO ,"(38.141844,13.346069)",,1,,,,,,,,,
Palermo,2018-02-20,18:40,CIRC.NE DI MONREALE ,"(38.09036,13.305005)",,2,,,,,,,,,
Palermo,2018-02-20,21:10,VIALE DEL FANTE ,"(38.155648,13.338613)",,,,,,,,,,,
Palermo,2018-02-20,21:20,VIA PARUTA FILIPPO ,"(38.090834,13.320891)",,1,,,,,,,,,
Palermo,2018-02-21,07:45,VIALE AIACE ,"(38.203108,13.319154)",,1,,,,,,,,,
Palermo,2018-02-21,10:00,LARGO NOBILE ETTORE ,"(38.124244,13.320821)",,1,,,,,,,,,
Palermo,2018-02-21,10:30,VIALE DIANA ,"(38.13554,13.330056)",,3,,,,,,,,,
Palermo,2018-02-21,12:25,VIALE LAZIO ,"(38.141247,13.335114)",,,,,,,,,,,
Palermo,2018-02-21,12:15,VIALE LAZIO ,"(38.141149,13.335099)",,,,,,,,,,,
Palermo,2018-02-19,17:10,PIAZZA EINSTEIN ALBERT ,"(38.128881,13.330394)",,,,,,,,,,,
Palermo,2018-02-20,13:30,VIA CASALINI ,"(38.127262,13.313759)",,1,,,,,,,,,
Palermo,2018-02-21,15:15,VIA TERENZIO PUBLIO ,"(38.197768,13.278237)",,2,,,,,,,,,
Palermo,2018-02-21,18:30,VIA CENTURIPE ,"(38.132295,13.295032)",,,,,,,,,,,
Palermo,2018-02-22,06:30,VIA ROMA ,"(38.12196,13.36071)",,2,,,,,,,,,
Palermo,2018-02-20,11:35,VIALE REGIONE SICILIANA N.O. ,"(38.089964,13.374893)",,1,,,,,,,,,
Palermo,2018-02-21,17:40,VIA NEBRODI,"(38.150156,13.32912)",,,,,,,,,,,
Palermo,2018-02-20,20:30,VIA INDOVINA ROBERTO ,"(38.099731,13.355151)",,,,,,,,,,,
Palermo,2018-02-21,15:50,PLE ANELLI GIUSEPPE TEN. ,"(38.094277,13.343395)",,,,,,,,,,,
Palermo,2018-02-22,13:00,CORSO TUKORY ,"(38.107822,13.355226)",,1,,,,,,,,,
Palermo,2018-02-22,14:55,VIALE LEONARDO DA VINCI ,"(38.128048,13.327355)",,1,,,,,,,,,
Palermo,2018-02-22,20:34,VIA MATTEI ENRICO ,"(38.092619,13.398301)",,4,,,,,,,,,
Palermo,2018-02-23,00:30,LARGO PUNTARELLO GIUSEPPE ,"(38.084778,13.355631)",,1,,,,,,,,,
Palermo,2018-02-20,15:30,VIALE STRASBURGO ,"(38.156705,13.325499)",,1,,,,,,,,,
Palermo,2018-02-22,16:10,VIA IMMACOLATELLA ,"(38.116484,13.366419)",,1,,,,,,,,,
Palermo,2018-02-20,14:00,VIA BASILE ERNESTO ,"(38.107297,13.353972)",,1,,,,,,,,,
Palermo,2018-02-21,08:40,VIA POLLACI GIUSEPPE ,"(38.104508,13.329307)",,,,,,,,,,,
Palermo,2018-02-22,15:45,VIA POLLACI GIUSEPPE ,"(38.1031,13.329695)",,,,,,,,,,,
Palermo,2018-02-22,16:30,CORSO CALATAFIMI ,"(38.102884,13.329789)",,,,,,,,,,,
Palermo,2018-02-21,10:15,VIA UDITORE ,"(38.128971,13.326421)",,1,,,,,,,,,
Palermo,2018-02-23,15:55,VIA ALDISIO SALVATORE ,"(38.156215,13.331645)",,1,,,,,,,,,
Palermo,2018-02-23,11:00,VIA MATTEI ENRICO ,"(38.092661,13.398287)",,3,,,,,,,,,
Palermo,2018-02-13,17:50,VIA BADIA ,"(38.137163,13.31825)",,,,,,,,,,,
Palermo,2018-02-16,02:00,VIA GALICI ANTONIO ,"(38.170419,13.310282)",,1,,,,,,,,,
Palermo,2018-02-13,02:00,VIALE REGIONE SICILIANA N.O. ,"(38.122933,13.328997)",,,,,,,,,,,
Palermo,2018-02-23,18:20,CORSO CALATAFIMI ,"(38.09751,13.316005)",,,,,,,,,,,
Palermo,2018-02-23,18:30,VIA DEL VISONE ,"(38.086133,13.35787)",,,,,,,,,,,
